"";"link";"url";"num";"year";"...5";"L1"
"4371";"
 Т. 48  № 1";"contents.asp?id=47563750";"Номер: 1";"Год: 2022";"Дата размещения:18.01.2022";"Физика и химия стекла"
"4372";"
 Т. 48  № 2";"contents.asp?id=48415477";"Номер: 2";"Год: 2022";"Дата размещения:12.05.2022";"Физика и химия стекла"
"4373";"
 Т. 48  № 3";"contents.asp?id=49388117";"Номер: 3";"Год: 2022";"Дата размещения:11.05.2022";"Физика и химия стекла"
"4374";"
 Т. 48  № 4";"contents.asp?id=49212039";"Номер: 4";"Год: 2022";"Дата размещения:27.07.2022";"Физика и химия стекла"
"4375";"
 Т. 48  № 5";"contents.asp?id=49515387";"Номер: 5";"Год: 2022";"Дата размещения:11.10.2022";"Физика и химия стекла"
"4376";"
 Т. 48  № 6";"contents.asp?id=49745160";"Номер: 6";"Год: 2022";"Дата размещения:16.11.2022";"Физика и химия стекла"
"4377";"
 Т. 47  № 1";"contents.asp?id=44492530";"Номер: 1";"Год: 2021";"Дата размещения:12.01.2021";"Физика и химия стекла"
"4378";"
 Т. 47  № 2";"contents.asp?id=44848243";"Номер: 2";"Год: 2021";"Дата размещения:20.03.2021";"Физика и химия стекла"
"4379";"
 Т. 47  № 3";"contents.asp?id=45693474";"Номер: 3";"Год: 2021";"Дата размещения:12.05.2021";"Физика и химия стекла"
"4380";"
 Т. 47  № 4";"contents.asp?id=46226750";"Номер: 4";"Год: 2021";"Дата размещения:02.07.2021";"Физика и химия стекла"
"4381";"
 Т. 47  № 5";"contents.asp?id=46621838";"Номер: 5";"Год: 2021";"Дата размещения:05.10.2021";"Физика и химия стекла"
"4382";"
 Т. 47  № 6";"contents.asp?id=46713035";"Номер: 6";"Год: 2021";"Дата размещения:26.10.2021";"Физика и химия стекла"
"4383";"
 Т. 46  № 1";"contents.asp?id=41811721";"Номер: 1";"Год: 2020";"Дата размещения:24.01.2020";"Физика и химия стекла"
"4384";"
 Т. 46  № 2";"contents.asp?id=42414483";"Номер: 2";"Год: 2020";"Дата размещения:26.02.2020";"Физика и химия стекла"
"4385";"
 Т. 46  № 3";"contents.asp?id=42687718";"Номер: 3";"Год: 2020";"Дата размещения:17.04.2020";"Физика и химия стекла"
"4386";"
 Т. 46  № 4";"contents.asp?id=42995000";"Номер: 4";"Год: 2020";"Дата размещения:22.06.2020";"Физика и химия стекла"
"4387";"
 Т. 46  № 5";"contents.asp?id=43823862";"Номер: 5";"Год: 2020";"Дата размещения:25.08.2020";"Физика и химия стекла"
"4388";"
 Т. 46  № 6";"contents.asp?id=44095351";"Номер: 6";"Год: 2020";"Дата размещения:26.10.2020";"Физика и химия стекла"
"4389";"
 Т. 125  № 1";"contents.asp?id=67960297";"Номер: 1";"Год: 2024";"Дата размещения:09.07.2024";"Физика металлов и металловедение"
"4390";"
 Т. 125  № 2";"contents.asp?id=69153474";"Номер: 2";"Год: 2024";"Дата размещения:11.09.2024";"Физика металлов и металловедение"
"4391";"
 Т. 125  № 3";"contents.asp?id=70649125";"Номер: 3";"Год: 2024";"Дата размещения:29.09.2024";"Физика металлов и металловедение"
"4392";"
 Т. 125  № 4";"contents.asp?id=72798814";"Номер: 4";"Год: 2024";"Дата размещения:16.10.2024";"Физика металлов и металловедение"
"4393";"
 Т. 125  № 5";"contents.asp?id=75083290";"Номер: 5";"Год: 2024";"Дата размещения:28.11.2024";"Физика металлов и металловедение"
"4394";"
 Т. 125  № 6";"contents.asp?id=75188303";"Номер: 6";"Год: 2024";"Дата размещения:13.12.2024";"Физика металлов и металловедение"
"4395";"
 Т. 125  № 7";"contents.asp?id=80252454";"Номер: 7";"Год: 2024";"Дата размещения:03.02.2025";"Физика металлов и металловедение"
"4396";"
 Т. 124  № 1";"contents.asp?id=50403393";"Номер: 1";"Год: 2023";"Дата размещения:24.03.2023";"Физика металлов и металловедение"
"4397";"
 Т. 124  № 2";"contents.asp?id=50398391";"Номер: 2";"Год: 2023";"Дата размещения:24.03.2023";"Физика металлов и металловедение"
"4398";"
 Т. 124  № 3";"contents.asp?id=50434374";"Номер: 3";"Год: 2023";"Дата размещения:30.03.2023";"Физика металлов и металловедение"
"4399";"
 Т. 124  № 4";"contents.asp?id=53738119";"Номер: 4";"Год: 2023";"Дата размещения:17.05.2023";"Физика металлов и металловедение"
"4400";"
 Т. 124  № 5";"contents.asp?id=53985804";"Номер: 5";"Год: 2023";"Дата размещения:20.06.2023";"Физика металлов и металловедение"
"4401";"
 Т. 124  № 6";"contents.asp?id=54045192";"Номер: 6";"Год: 2023";"Дата размещения:27.06.2023";"Физика металлов и металловедение"
"4402";"
 Т. 124  № 7";"contents.asp?id=54348246";"Номер: 7";"Год: 2023";"Дата размещения:30.08.2023";"Физика металлов и металловедение"
"4403";"
 Т. 124  № 8";"contents.asp?id=54493712";"Номер: 8";"Год: 2023";"Дата размещения:20.09.2023";"Физика металлов и металловедение"
"4404";"
 Т. 124  № 9";"contents.asp?id=54525108";"Номер: 9";"Год: 2023";"Дата размещения:27.09.2023";"Физика металлов и металловедение"
"4405";"
 Т. 124  № 10";"contents.asp?id=54717460";"Номер: 10";"Год: 2023";"Дата размещения:25.10.2023";"Физика металлов и металловедение"
"4406";"
 Т. 124  № 11";"contents.asp?id=54912541";"Номер: 11";"Год: 2023";"Дата размещения:29.11.2023";"Физика металлов и металловедение"
"4407";"
 Т. 124  № 12";"contents.asp?id=55849324";"Номер: 12";"Год: 2023";"Дата размещения:19.12.2023";"Физика металлов и металловедение"
"4408";"
 Т. 123  № 1";"contents.asp?id=47423262";"Номер: 1";"Год: 2022";"Дата размещения:29.12.2021";"Физика металлов и металловедение"
"4409";"
 Т. 123  № 2";"contents.asp?id=47695576";"Номер: 2";"Год: 2022";"Дата размещения:26.01.2022";"Физика металлов и металловедение"
"4410";"
 Т. 123  № 3";"contents.asp?id=48022719";"Номер: 3";"Год: 2022";"Дата размещения:01.03.2022";"Физика металлов и металловедение"
"4411";"
 Т. 123  № 4";"contents.asp?id=48103689";"Номер: 4";"Год: 2022";"Дата размещения:22.03.2022";"Физика металлов и металловедение"
"4412";"
 Т. 123  № 5";"contents.asp?id=48340012";"Номер: 5";"Год: 2022";"Дата размещения:29.04.2022";"Физика металлов и металловедение"
"4413";"
 Т. 123  № 6";"contents.asp?id=48620905";"Номер: 6";"Год: 2022";"Дата размещения:14.06.2022";"Физика металлов и металловедение"
"4414";"
 Т. 123  № 7";"contents.asp?id=48658955";"Номер: 7";"Год: 2022";"Дата размещения:20.06.2022";"Физика металлов и металловедение"
"4415";"
 Т. 123  № 8";"contents.asp?id=49319274";"Номер: 8";"Год: 2022";"Дата размещения:23.08.2022";"Физика металлов и металловедение"
"4416";"
 Т. 123  № 9";"contents.asp?id=49420115";"Номер: 9";"Год: 2022";"Дата размещения:19.09.2022";"Физика металлов и металловедение"
"4417";"
 Т. 123  № 10";"contents.asp?id=49546514";"Номер: 10";"Год: 2022";"Дата размещения:19.10.2022";"Физика металлов и металловедение"
"4418";"
 Т. 123  № 11";"contents.asp?id=49820517";"Номер: 11";"Год: 2022";"Дата размещения:29.11.2022";"Физика металлов и металловедение"
"4419";"
 Т. 123  № 12";"contents.asp?id=49937819";"Номер: 12";"Год: 2022";"Дата размещения:19.12.2022";"Физика металлов и металловедение"
"4420";"
 Т. 122  № 1";"contents.asp?id=44514546";"Номер: 1";"Год: 2021";"Дата размещения:15.01.2021";"Физика металлов и металловедение"
"4421";"
 Т. 122  № 2";"contents.asp?id=44514557";"Номер: 2";"Год: 2021";"Дата размещения:15.01.2021";"Физика металлов и металловедение"
"4422";"
 Т. 122  № 3";"contents.asp?id=44674804";"Номер: 3";"Год: 2021";"Дата размещения:12.02.2021";"Физика металлов и металловедение"
"4423";"
 Т. 122  № 4";"contents.asp?id=44829331";"Номер: 4";"Год: 2021";"Дата размещения:16.03.2021";"Физика металлов и металловедение"
"4424";"
 Т. 122  № 5";"contents.asp?id=45545071";"Номер: 5";"Год: 2021";"Дата размещения:14.04.2021";"Физика металлов и металловедение"
"4425";"
 Т. 122  № 6";"contents.asp?id=45690866";"Номер: 6";"Год: 2021";"Дата размещения:12.05.2021";"Физика металлов и металловедение"
"4426";"
 Т. 122  № 7";"contents.asp?id=46153850";"Номер: 7";"Год: 2021";"Дата размещения:17.06.2021";"Физика металлов и металловедение"
"4427";"
 Т. 122  № 8";"contents.asp?id=46322443";"Номер: 8";"Год: 2021";"Дата размещения:20.07.2021";"Физика металлов и металловедение"
"4428";"
 Т. 122  № 9";"contents.asp?id=46427621";"Номер: 9";"Год: 2021";"Дата размещения:18.08.2021";"Физика металлов и металловедение"
"4429";"
 Т. 122  № 10";"contents.asp?id=46589273";"Номер: 10";"Год: 2021";"Дата размещения:28.09.2021";"Физика металлов и металловедение"
"4430";"
 Т. 122  № 11";"contents.asp?id=46712948";"Номер: 11";"Год: 2021";"Дата размещения:26.10.2021";"Физика металлов и металловедение"
"4431";"
 Т. 122  № 12";"contents.asp?id=47210338";"Номер: 12";"Год: 2021";"Дата размещения:23.11.2021";"Физика металлов и металловедение"
"4432";"
 Т. 121  № 1";"contents.asp?id=41806248";"Номер: 1";"Год: 2020";"Дата размещения:24.01.2020";"Физика металлов и металловедение"
"4433";"
 Т. 121  № 2";"contents.asp?id=42366003";"Номер: 2";"Год: 2020";"Дата размещения:17.02.2020";"Физика металлов и металловедение"
"4434";"
 Т. 121  № 3";"contents.asp?id=42414176";"Номер: 3";"Год: 2020";"Дата размещения:26.02.2020";"Физика металлов и металловедение"
"4435";"
 Т. 121  № 4";"contents.asp?id=42569150";"Номер: 4";"Год: 2020";"Дата размещения:24.03.2020";"Физика металлов и металловедение"
"4436";"
 Т. 121  № 5";"contents.asp?id=42635245";"Номер: 5";"Год: 2020";"Дата размещения:07.04.2020";"Физика металлов и металловедение"
"4437";"
 Т. 121  № 6";"contents.asp?id=42809473";"Номер: 6";"Год: 2020";"Дата размещения:14.05.2020";"Физика металлов и металловедение"
"4438";"
 Т. 121  № 7";"contents.asp?id=42929390";"Номер: 7";"Год: 2020";"Дата размещения:09.06.2020";"Физика металлов и металловедение"
"4439";"
 Т. 121  № 8";"contents.asp?id=43089056";"Номер: 8";"Год: 2020";"Дата размещения:10.07.2020";"Физика металлов и металловедение"
"4440";"
 Т. 121  № 9";"contents.asp?id=43793704";"Номер: 9";"Год: 2020";"Дата размещения:17.08.2020";"Физика металлов и металловедение"
"4441";"
 Т. 121  № 10";"contents.asp?id=44007805";"Номер: 10";"Год: 2020";"Дата размещения:05.10.2020";"Физика металлов и металловедение"
"4442";"
 Т. 121  № 11";"contents.asp?id=44137320";"Номер: 11";"Год: 2020";"Дата размещения:02.11.2020";"Физика металлов и металловедение"
"4443";"
 Т. 121  № 12";"contents.asp?id=44262569";"Номер: 12";"Год: 2020";"Дата размещения:27.11.2020";"Физика металлов и металловедение"
"4444";"
 Т. 50  № 1";"contents.asp?id=68523699";"Номер: 1";"Год: 2024";"Дата размещения:02.08.2024";"Физика плазмы"
"4445";"
 Т. 50  № 2";"contents.asp?id=69905258";"Номер: 2";"Год: 2024";"Дата размещения:26.09.2024";"Физика плазмы"
"4446";"
 Т. 50  № 3";"contents.asp?id=73166906";"Номер: 3";"Год: 2024";"Дата размещения:22.10.2024";"Физика плазмы"
"4447";"
 Т. 50  № 4";"contents.asp?id=74517500";"Номер: 4";"Год: 2024";"Дата размещения:12.11.2024";"Физика плазмы"
"4448";"
 Т. 50  № 5";"contents.asp?id=75081789";"Номер: 5";"Год: 2024";"Дата размещения:28.11.2024";"Физика плазмы"
"4449";"
 Т. 50  № 6";"contents.asp?id=80252600";"Номер: 6";"Год: 2024";"Дата размещения:03.02.2025";"Физика плазмы"
"4450";"
 Т. 50  № 7";"contents.asp?id=80253448";"Номер: 7";"Год: 2024";"Дата размещения:03.02.2025";"Физика плазмы"
"4451";"
 Т. 49  № 1";"contents.asp?id=50435944";"Номер: 1";"Год: 2023";"Дата размещения:31.03.2023";"Физика плазмы"
"4452";"
 Т. 49  № 2";"contents.asp?id=50435962";"Номер: 2";"Год: 2023";"Дата размещения:31.03.2023";"Физика плазмы"
"4453";"
 Т. 49  № 3";"contents.asp?id=50435974";"Номер: 3";"Год: 2023";"Дата размещения:31.03.2023";"Физика плазмы"
"4454";"
 Т. 49  № 4";"contents.asp?id=50502153";"Номер: 4";"Год: 2023";"Дата размещения:13.04.2023";"Физика плазмы"
"4455";"
 Т. 49  № 5";"contents.asp?id=53738229";"Номер: 5";"Год: 2023";"Дата размещения:17.05.2023";"Физика плазмы"
"4456";"
 Т. 49  № 6";"contents.asp?id=53986299";"Номер: 6";"Год: 2023";"Дата размещения:20.06.2023";"Физика плазмы"
"4457";"
 Т. 49  № 7";"contents.asp?id=54238617";"Номер: 7";"Год: 2023";"Дата размещения:01.08.2023";"Физика плазмы"
"4458";"
 Т. 49  № 8";"contents.asp?id=54293250";"Номер: 8";"Год: 2023";"Дата размещения:16.08.2023";"Физика плазмы"
"4459";"
 Т. 49  № 9";"contents.asp?id=54404073";"Номер: 9";"Год: 2023";"Дата размещения:13.09.2023";"Физика плазмы"
"4460";"
 Т. 49  № 10";"contents.asp?id=54804100";"Номер: 10";"Год: 2023";"Дата размещения:14.11.2023";"Физика плазмы"
"4461";"
 Т. 49  № 11";"contents.asp?id=54912993";"Номер: 11";"Год: 2023";"Дата размещения:29.11.2023";"Физика плазмы"
"4462";"
 Т. 49  № 12";"contents.asp?id=55850140";"Номер: 12";"Год: 2023";"Дата размещения:19.12.2023";"Физика плазмы"
"4463";"
 Т. 48  № 1";"contents.asp?id=47696400";"Номер: 1";"Год: 2022";"Дата размещения:26.01.2022";"Физика плазмы"
"4464";"
 Т. 48  № 2";"contents.asp?id=47696295";"Номер: 2";"Год: 2022";"Дата размещения:26.01.2022";"Физика плазмы"
"4465";"
 Т. 48  № 3";"contents.asp?id=47958115";"Номер: 3";"Год: 2022";"Дата размещения:15.02.2022";"Физика плазмы"
"4466";"
 Т. 48  № 4";"contents.asp?id=48340760";"Номер: 4";"Год: 2022";"Дата размещения:30.04.2022";"Физика плазмы"
"4467";"
 Т. 48  № 5";"contents.asp?id=48621886";"Номер: 5";"Год: 2022";"Дата размещения:14.06.2022";"Физика плазмы"
"4468";"
 Т. 48  № 6";"contents.asp?id=48648973";"Номер: 6";"Год: 2022";"Дата размещения:17.06.2022";"Физика плазмы"
"4469";"
 Т. 48  № 7";"contents.asp?id=49273416";"Номер: 7";"Год: 2022";"Дата размещения:10.08.2022";"Физика плазмы"
"4470";"
 Т. 48  № 8";"contents.asp?id=49344408";"Номер: 8";"Год: 2022";"Дата размещения:30.08.2022";"Физика плазмы"
"4471";"
 Т. 48  № 9";"contents.asp?id=49420908";"Номер: 9";"Год: 2022";"Дата размещения:19.09.2022";"Физика плазмы"
"4472";"
 Т. 48  № 10";"contents.asp?id=49420891";"Номер: 10";"Год: 2022";"Дата размещения:19.09.2022";"Физика плазмы"
"4473";"
 Т. 48  № 11";"contents.asp?id=49820579";"Номер: 11";"Год: 2022";"Дата размещения:29.11.2022";"Физика плазмы"
"4474";"
 Т. 48  № 12";"contents.asp?id=49897546";"Номер: 12";"Год: 2022";"Дата размещения:13.12.2022";"Физика плазмы"
"4475";"
 Т. 47  № 1";"contents.asp?id=44573741";"Номер: 1";"Год: 2021";"Дата размещения:26.01.2021";"Физика плазмы"
"4476";"
 Т. 47  № 2";"contents.asp?id=44573346";"Номер: 2";"Год: 2021";"Дата размещения:26.01.2021";"Физика плазмы"
"4477";"
 Т. 47  № 3";"contents.asp?id=44652403";"Номер: 3";"Год: 2021";"Дата размещения:08.02.2021";"Физика плазмы"
"4478";"
 Т. 47  № 4";"contents.asp?id=44829567";"Номер: 4";"Год: 2021";"Дата размещения:16.03.2021";"Физика плазмы"
"4479";"
 Т. 47  № 5";"contents.asp?id=45634433";"Номер: 5";"Год: 2021";"Дата размещения:27.04.2021";"Физика плазмы"
"4480";"
 Т. 47  № 6";"contents.asp?id=45633691";"Номер: 6";"Год: 2021";"Дата размещения:27.04.2021";"Физика плазмы"
"4481";"
 Т. 47  № 7";"contents.asp?id=46120909";"Номер: 7";"Год: 2021";"Дата размещения:11.06.2021";"Физика плазмы"
"4482";"
 Т. 47  № 8";"contents.asp?id=46226821";"Номер: 8";"Год: 2021";"Дата размещения:02.07.2021";"Физика плазмы"
"4483";"
 Т. 47  № 9";"contents.asp?id=46386001";"Номер: 9";"Год: 2021";"Дата размещения:06.08.2021";"Физика плазмы"
"4484";"
 Т. 47  № 10";"contents.asp?id=46465461";"Номер: 10";"Год: 2021";"Дата размещения:30.08.2021";"Физика плазмы"
"4485";"
 Т. 47  № 11";"contents.asp?id=47147286";"Номер: 11";"Год: 2021";"Дата размещения:09.11.2021";"Физика плазмы"
"4486";"
 Т. 47  № 12";"contents.asp?id=47147315";"Номер: 12";"Год: 2021";"Дата размещения:09.11.2021";"Физика плазмы"
"4487";"
 Т. 46  № 1";"contents.asp?id=42344559";"Номер: 1";"Год: 2020";"Дата размещения:12.02.2020";"Физика плазмы"
"4488";"
 Т. 46  № 2";"contents.asp?id=42340000";"Номер: 2";"Год: 2020";"Дата размещения:11.02.2020";"Физика плазмы"
"4489";"
 Т. 46  № 3";"contents.asp?id=42370017";"Номер: 3";"Год: 2020";"Дата размещения:18.02.2020";"Физика плазмы"
"4490";"
 Т. 46  № 4";"contents.asp?id=42446475";"Номер: 4";"Год: 2020";"Дата размещения:03.03.2020";"Физика плазмы"
"4491";"
 Т. 46  № 5";"contents.asp?id=42636218";"Номер: 5";"Год: 2020";"Дата размещения:07.04.2020";"Физика плазмы"
"4492";"
 Т. 46  № 6";"contents.asp?id=42726187";"Номер: 6";"Год: 2020";"Дата размещения:24.04.2020";"Физика плазмы"
"4493";"
 Т. 46  № 7";"contents.asp?id=42862738";"Номер: 7";"Год: 2020";"Дата размещения:25.05.2020";"Физика плазмы"
"4494";"
 Т. 46  № 8";"contents.asp?id=43159513";"Номер: 8";"Год: 2020";"Дата размещения:27.07.2020";"Физика плазмы"
"4495";"
 Т. 46  № 9";"contents.asp?id=43182348";"Номер: 9";"Год: 2020";"Дата размещения:31.07.2020";"Физика плазмы"
"4496";"
 Т. 46  № 10";"contents.asp?id=43823893";"Номер: 10";"Год: 2020";"Дата размещения:25.08.2020";"Физика плазмы"
"4497";"
 Т. 46  № 11";"contents.asp?id=43962002";"Номер: 11";"Год: 2020";"Дата размещения:25.09.2020";"Физика плазмы"
"4498";"
 Т. 46  № 12";"contents.asp?id=44038951";"Номер: 12";"Год: 2020";"Дата размещения:12.10.2020";"Физика плазмы"
"4499";"
 Т. 60  № 1";"contents.asp?id=68493382";"Номер: 1";"Год: 2024";"Дата размещения:27.07.2024";"Физикохимия поверхности и защита материалов"
"4500";"
 Т. 60  № 2";"contents.asp?id=68868044";"Номер: 2";"Год: 2024";"Дата размещения:02.09.2024";"Физикохимия поверхности и защита материалов"
"4501";"
 Т. 60  № 3";"contents.asp?id=74530134";"Номер: 3";"Год: 2024";"Дата размещения:14.11.2024";"Физикохимия поверхности и защита материалов"
"4502";"
 Т. 60  № 4";"contents.asp?id=74530605";"Номер: 4";"Год: 2024";"Дата размещения:14.11.2024";"Физикохимия поверхности и защита материалов"
"4503";"
 Т. 59  № 1";"contents.asp?id=50461687";"Номер: 1";"Год: 2023";"Дата размещения:05.04.2023";"Физикохимия поверхности и защита материалов"
"4504";"
 Т. 59  № 2";"contents.asp?id=50461703";"Номер: 2";"Год: 2023";"Дата размещения:05.04.2023";"Физикохимия поверхности и защита материалов"
"4505";"
 Т. 59  № 3";"contents.asp?id=54059270";"Номер: 3";"Год: 2023";"Дата размещения:28.06.2023";"Физикохимия поверхности и защита материалов"
"4506";"
 Т. 59  № 4";"contents.asp?id=54348352";"Номер: 4";"Год: 2023";"Дата размещения:30.08.2023";"Физикохимия поверхности и защита материалов"
"4507";"
 Т. 59  № 5";"contents.asp?id=54525478";"Номер: 5";"Год: 2023";"Дата размещения:27.09.2023";"Физикохимия поверхности и защита материалов"
"4508";"
 Т. 59  № 6";"contents.asp?id=56711765";"Номер: 6";"Год: 2023";"Дата размещения:28.12.2023";"Физикохимия поверхности и защита материалов"
"4509";"
 Т. 58  № 1";"contents.asp?id=47988090";"Номер: 1";"Год: 2022";"Дата размещения:22.02.2022";"Физикохимия поверхности и защита материалов"
"4510";"
 Т. 58  № 2";"contents.asp?id=48103919";"Номер: 2";"Год: 2022";"Дата размещения:22.03.2022";"Физикохимия поверхности и защита материалов"
"4511";"
 Т. 58  № 3";"contents.asp?id=48648944";"Номер: 3";"Год: 2022";"Дата размещения:17.06.2022";"Физикохимия поверхности и защита материалов"
"4512";"
 Т. 58  № 4";"contents.asp?id=49420266";"Номер: 4";"Год: 2022";"Дата размещения:19.09.2022";"Физикохимия поверхности и защита материалов"
"4513";"
 Т. 58  № 5";"contents.asp?id=49455049";"Номер: 5";"Год: 2022";"Дата размещения:26.09.2022";"Физикохимия поверхности и защита материалов"
"4514";"
 Т. 58  № 6";"contents.asp?id=49937843";"Номер: 6";"Год: 2022";"Дата размещения:19.12.2022";"Физикохимия поверхности и защита материалов"
"4515";"
 Т. 57  № 1";"contents.asp?id=44652080";"Номер: 1";"Год: 2021";"Дата размещения:08.02.2021";"Физикохимия поверхности и защита материалов"
"4516";"
 Т. 57  № 2";"contents.asp?id=44848232";"Номер: 2";"Год: 2021";"Дата размещения:20.03.2021";"Физикохимия поверхности и защита материалов"
"4517";"
 Т. 57  № 3";"contents.asp?id=46120561";"Номер: 3";"Год: 2021";"Дата размещения:11.06.2021";"Физикохимия поверхности и защита материалов"
"4518";"
 Т. 57  № 4";"contents.asp?id=46351074";"Номер: 4";"Год: 2021";"Дата размещения:28.07.2021";"Физикохимия поверхности и защита материалов"
"4519";"
 Т. 57  № 5";"contents.asp?id=46464382";"Номер: 5";"Год: 2021";"Дата размещения:30.08.2021";"Физикохимия поверхности и защита материалов"
"4520";"
 Т. 57  № 6";"contents.asp?id=47249471";"Номер: 6";"Год: 2021";"Дата размещения:30.11.2021";"Физикохимия поверхности и защита материалов"
"4521";"
 Т. 56  № 1";"contents.asp?id=42339654";"Номер: 1";"Год: 2020";"Дата размещения:11.02.2020";"Физикохимия поверхности и защита материалов"
"4522";"
 Т. 56  № 2";"contents.asp?id=42578237";"Номер: 2";"Год: 2020";"Дата размещения:25.03.2020";"Физикохимия поверхности и защита материалов"
"4523";"
 Т. 56  № 3";"contents.asp?id=42859709";"Номер: 3";"Год: 2020";"Дата размещения:25.05.2020";"Физикохимия поверхности и защита материалов"
"4524";"
 Т. 56  № 4";"contents.asp?id=43793713";"Номер: 4";"Год: 2020";"Дата размещения:17.08.2020";"Физикохимия поверхности и защита материалов"
"4525";"
 Т. 56  № 5";"contents.asp?id=43928048";"Номер: 5";"Год: 2020";"Дата размещения:16.09.2020";"Физикохимия поверхности и защита материалов"
"4526";"
 Т. 56  № 6";"contents.asp?id=44137382";"Номер: 6";"Год: 2020";"Дата размещения:02.11.2020";"Физикохимия поверхности и защита материалов"
"4527";"
 Т. 71  № 1";"contents.asp?id=68577607";"Номер: 1";"Год: 2024";"Дата размещения:15.08.2024";"Физиология растений"
"4528";"
 Т. 71  № 2";"contents.asp?id=68578524";"Номер: 2";"Год: 2024";"Дата размещения:15.08.2024";"Физиология растений"
"4529";"
 Т. 71  № 3";"contents.asp?id=71961454";"Номер: 3";"Год: 2024";"Дата размещения:08.10.2024";"Физиология растений"
"4530";"
 Т. 71  № 4";"contents.asp?id=73734587";"Номер: 4";"Год: 2024";"Дата размещения:26.10.2024";"Физиология растений"
"4531";"
 Т. 71  № 5";"contents.asp?id=74033102";"Номер: 5";"Год: 2024";"Дата размещения:30.10.2024";"Физиология растений"
"4532";"
 Т. 70  № 1";"contents.asp?id=50434386";"Номер: 1";"Год: 2023";"Дата размещения:30.03.2023";"Физиология растений"
"4533";"
 Т. 70  № 2";"contents.asp?id=50434397";"Номер: 2";"Год: 2023";"Дата размещения:30.03.2023";"Физиология растений"
"4534";"
 Т. 70  № 3";"contents.asp?id=50501812";"Номер: 3";"Год: 2023";"Дата размещения:13.04.2023";"Физиология растений"
"4535";"
 Т. 70  № 4";"contents.asp?id=50731378";"Номер: 4";"Год: 2023";"Дата размещения:19.04.2023";"Физиология растений"
"4536";"
 Т. 70  № 5";"contents.asp?id=53985820";"Номер: 5";"Год: 2023";"Дата размещения:20.06.2023";"Физиология растений"
"4537";"
 Т. 70  № 6";"contents.asp?id=54348262";"Номер: 6";"Год: 2023";"Дата размещения:30.08.2023";"Физиология растений"
"4538";"
 Т. 70  № 7";"contents.asp?id=56698517";"Номер: 7";"Год: 2023";"Дата размещения:27.12.2023";"Физиология растений"
"4539";"
 Т. 69  № 1";"contents.asp?id=47695590";"Номер: 1";"Год: 2022";"Дата размещения:26.01.2022";"Физиология растений"
"4540";"
 Т. 69  № 2";"contents.asp?id=47696233";"Номер: 2";"Год: 2022";"Дата размещения:26.01.2022";"Физиология растений"
"4541";"
 Т. 69  № 3";"contents.asp?id=48340029";"Номер: 3";"Год: 2022";"Дата размещения:29.04.2022";"Физиология растений"
"4542";"
 Т. 69  № 4";"contents.asp?id=48658976";"Номер: 4";"Год: 2022";"Дата размещения:20.06.2022";"Физиология растений"
"4543";"
 Т. 69  № 5";"contents.asp?id=49344067";"Номер: 5";"Год: 2022";"Дата размещения:30.08.2022";"Физиология растений"
"4544";"
 Т. 69  № 6";"contents.asp?id=49420129";"Номер: 6";"Год: 2022";"Дата размещения:19.09.2022";"Физиология растений"
"4545";"
 Т. 68  № 1";"contents.asp?id=44573559";"Номер: 1";"Год: 2021";"Дата размещения:26.01.2021";"Физиология растений"
"4546";"
 Т. 68  № 2";"contents.asp?id=44573156";"Номер: 2";"Год: 2021";"Дата размещения:26.01.2021";"Физиология растений"
"4547";"
 Т. 68  № 3";"contents.asp?id=44829346";"Номер: 3";"Год: 2021";"Дата размещения:16.03.2021";"Физиология растений"
"4548";"
 Т. 68  № 4";"contents.asp?id=45797688";"Номер: 4";"Год: 2021";"Дата размещения:31.05.2021";"Физиология растений"
"4549";"
 Т. 68  № 5";"contents.asp?id=46350971";"Номер: 5";"Год: 2021";"Дата размещения:28.07.2021";"Физиология растений"
"4550";"
 Т. 68  № 6";"contents.asp?id=46464248";"Номер: 6";"Год: 2021";"Дата размещения:30.08.2021";"Физиология растений"
"4551";"
 Т. 67  № 1";"contents.asp?id=42339473";"Номер: 1";"Год: 2020";"Дата размещения:11.02.2020";"Физиология растений"
"4552";"
 Т. 67  № 2";"contents.asp?id=42339508";"Номер: 2";"Год: 2020";"Дата размещения:11.02.2020";"Физиология растений"
"4553";"
 Т. 67  № 3";"contents.asp?id=42569192";"Номер: 3";"Год: 2020";"Дата размещения:24.03.2020";"Физиология растений"
"4554";"
 Т. 67  № 4";"contents.asp?id=42773389";"Номер: 4";"Год: 2020";"Дата размещения:06.05.2020";"Физиология растений"
"4555";"
 Т. 67  № 5";"contents.asp?id=43159767";"Номер: 5";"Год: 2020";"Дата размещения:27.07.2020";"Физиология растений"
"4556";"
 Т. 67  № 6";"contents.asp?id=43878026";"Номер: 6";"Год: 2020";"Дата размещения:09.09.2020";"Физиология растений"
"4557";"
 Т. 50  № 1";"contents.asp?id=67903790";"Номер: 1";"Год: 2024";"Дата размещения:28.06.2024";"Физиология человека"
"4558";"
 Т. 50  № 2";"contents.asp?id=67975051";"Номер: 2";"Год: 2024";"Дата размещения:10.07.2024";"Физиология человека"
"4559";"
 Т. 50  № 3";"contents.asp?id=69084994";"Номер: 3";"Год: 2024";"Дата размещения:04.09.2024";"Физиология человека"
"4560";"
 Т. 50  № 4";"contents.asp?id=72859004";"Номер: 4";"Год: 2024";"Дата размещения:17.10.2024";"Физиология человека"
