"";"link";"url";"num";"year";"...5";"L1"
"4043";"
 № 2";"contents.asp?id=42565080";"2";"2020";"23.03.2020";"Славяноведение"
"4044";"
 № 3";"contents.asp?id=43010106";"3";"2020";"25.06.2020";"Славяноведение"
"4045";"
 № 4";"contents.asp?id=43946016";"4";"2020";"21.09.2020";"Славяноведение"
"4046";"
 № 5";"contents.asp?id=43946859";"5";"2020";"21.09.2020";"Славяноведение"
"4047";"
 № 6";"contents.asp?id=44361888";"6";"2020";"17.12.2020";"Славяноведение"
"4048";"
 № 1 (122)
";"contents.asp?id=65315411";"122";"2024";"08.04.2024";"Современная Европа"
"4049";"
 № 2 (123)
";"contents.asp?id=67895313";"123";"2024";"27.06.2024";"Современная Европа"
"4050";"
 № 3 (124)
";"contents.asp?id=67907066";"124";"2024";"29.06.2024";"Современная Европа"
"4051";"
 № 4 (125)
";"contents.asp?id=72203627";"125";"2024";"09.10.2024";"Современная Европа"
"4052";"
 № 5 (126)
";"contents.asp?id=74519113";"126";"2024";"12.11.2024";"Современная Европа"
"4053";"
 № 6 (127)
";"contents.asp?id=75994079";"127";"2024";"23.12.2024";"Современная Европа"
"4054";"
 № 1 (115)
";"contents.asp?id=50352814";"115";"2023";"12.03.2023";"Современная Европа"
"4055";"
 № 2 (116)
";"contents.asp?id=50501700";"116";"2023";"13.04.2023";"Современная Европа"
"4056";"
 № 3 (117)
";"contents.asp?id=53967943";"117";"2023";"16.06.2023";"Современная Европа"
"4057";"
 № 4 (118)
";"contents.asp?id=54291548";"118";"2023";"16.08.2023";"Современная Европа"
"4058";"
 № 5 (119)
";"contents.asp?id=54595921";"119";"2023";"28.09.2023";"Современная Европа"
"4059";"
 № 6 (120)
";"contents.asp?id=54816028";"120";"2023";"17.11.2023";"Современная Европа"
"4060";"
 № 7 (121)
";"contents.asp?id=55927911";"121";"2023";"20.12.2023";"Современная Европа"
"4061";"
 № 1 (108)
";"contents.asp?id=47961973";"108";"2022";"16.02.2022";"Современная Европа"
"4062";"
 № 2 (109)
";"contents.asp?id=48156909";"109";"2022";"29.03.2022";"Современная Европа"
"4063";"
 № 3 (110)
";"contents.asp?id=48591852";"110";"2022";"07.06.2022";"Современная Европа"
"4064";"
 № 4 (111)
";"contents.asp?id=49242639";"111";"2022";"03.08.2022";"Современная Европа"
"4065";"
 № 5 (112)
";"contents.asp?id=49438951";"112";"2022";"22.09.2022";"Современная Европа"
"4066";"
 № 6 (113)
";"contents.asp?id=49747066";"113";"2022";"16.11.2022";"Современная Европа"
"4067";"
 № 7 (114)
";"contents.asp?id=49954484";"114";"2022";"21.12.2022";"Современная Европа"
"4068";"
 № 1 (101)
";"contents.asp?id=45648222";"101";"2021";"30.04.2021";"Современная Европа"
"4069";"
 № 2 (102)
";"contents.asp?id=45846107";"102";"2021";"07.06.2021";"Современная Европа"
"4070";"
 № 3 (103)
";"contents.asp?id=46439144";"103";"2021";"21.08.2021";"Современная Европа"
"4071";"
 № 4 (104)
";"contents.asp?id=46620310";"104";"2021";"05.10.2021";"Современная Европа"
"4072";"
 № 5 (105)
";"contents.asp?id=47282917";"105";"2021";"05.12.2021";"Современная Европа"
"4073";"
 № 6 (106)
";"contents.asp?id=47609168";"106";"2021";"21.01.2022";"Современная Европа"
"4074";"
 № 7 (107)
";"contents.asp?id=47856857";"107";"2021";"04.02.2022";"Современная Европа"
"4075";"
 Т. 103  № 3";"contents.asp?id=72211184";"3";"2021";"10.10.2024";"Современная Европа"
"4076";"
 № 1 (94)
";"contents.asp?id=42647698";"94";"2020";"09.04.2020";"Современная Европа"
"4077";"
 № 2 (95)
";"contents.asp?id=42821155";"95";"2020";"16.05.2020";"Современная Европа"
"4078";"
 № 3 (96)
";"contents.asp?id=43076151";"96";"2020";"08.07.2020";"Современная Европа"
"4079";"
 № 4 (97)
";"contents.asp?id=43949753";"97";"2020";"22.09.2020";"Современная Европа"
"4080";"
 № 5 (98)
";"contents.asp?id=44366852";"98";"2020";"18.12.2020";"Современная Европа"
"4081";"
 № 6 (99)
";"contents.asp?id=44612285";"99";"2020";"02.02.2021";"Современная Европа"
"4082";"
 № 7 (100)
";"contents.asp?id=44873142";"100";"2020";"26.03.2021";"Современная Европа"
"4083";"
 № 100";"contents.asp?id=77029134";"100";"2020";"29.12.2024";"Современная Европа"
"4084";"
 Т. 1  № 94";"contents.asp?id=78322678";"94";"2020";"05.01.2025";"Современная Европа"
"4085";"
 Т. 99  № 6";"contents.asp?id=77353390";"6";"2020";"29.12.2024";"Современная Европа"
"4086";"
 № 1";"contents.asp?id=67890592";"1";"2024";"26.06.2024";"Социологические исследования"
"4087";"
 № 2";"contents.asp?id=67903459";"2";"2024";"28.06.2024";"Социологические исследования"
"4088";"
 № 3";"contents.asp?id=67914401";"3";"2024";"02.07.2024";"Социологические исследования"
"4089";"
 № 4";"contents.asp?id=68011272";"4";"2024";"17.07.2024";"Социологические исследования"
"4090";"
 № 5";"contents.asp?id=68579488";"5";"2024";"15.08.2024";"Социологические исследования"
"4091";"
 № 6";"contents.asp?id=68644217";"6";"2024";"31.08.2024";"Социологические исследования"
"4092";"
 № 7";"contents.asp?id=71257885";"7";"2024";"02.10.2024";"Социологические исследования"
"4093";"
 № 8";"contents.asp?id=74497474";"8";"2024";"07.11.2024";"Социологические исследования"
"4094";"
 № 9";"contents.asp?id=74521001";"9";"2024";"13.11.2024";"Социологические исследования"
"4095";"
 № 10";"contents.asp?id=75083465";"10";"2024";"28.11.2024";"Социологические исследования"
"4096";"
 № 1";"contents.asp?id=52079665";"1";"2023";"02.05.2023";"Социологические исследования"
"4097";"
 № 2";"contents.asp?id=50494111";"2";"2023";"12.04.2023";"Социологические исследования"
"4098";"
 № 3";"contents.asp?id=51849786";"3";"2023";"01.05.2023";"Социологические исследования"
"4099";"
 № 4";"contents.asp?id=54151540";"4";"2023";"15.07.2023";"Социологические исследования"
"4100";"
 № 5";"contents.asp?id=54145494";"5";"2023";"13.07.2023";"Социологические исследования"
"4101";"
 № 6";"contents.asp?id=54151559";"6";"2023";"15.07.2023";"Социологические исследования"
"4102";"
 № 7";"contents.asp?id=54611234";"7";"2023";"02.10.2023";"Социологические исследования"
"4103";"
 № 8";"contents.asp?id=54615203";"8";"2023";"03.10.2023";"Социологические исследования"
"4104";"
 № 9";"contents.asp?id=54703918";"9";"2023";"22.10.2023";"Социологические исследования"
"4105";"
 № 10";"contents.asp?id=56575001";"10";"2023";"26.12.2023";"Социологические исследования"
"4106";"
 № 11";"contents.asp?id=59554994";"11";"2023";"19.01.2024";"Социологические исследования"
"4107";"
 № 12";"contents.asp?id=59672938";"12";"2023";"21.01.2024";"Социологические исследования"
"4108";"
 № 1";"contents.asp?id=47721934";"1";"2022";"28.01.2022";"Социологические исследования"
"4109";"
 № 2";"contents.asp?id=48100705";"2";"2022";"06.01.2024";"Социологические исследования"
"4110";"
 № 3";"contents.asp?id=48159403";"3";"2022";"07.01.2024";"Социологические исследования"
"4111";"
 № 4";"contents.asp?id=48412635";"4";"2022";"11.05.2022";"Социологические исследования"
"4112";"
 № 5";"contents.asp?id=48667333";"5";"2022";"22.06.2022";"Социологические исследования"
"4113";"
 № 6";"contents.asp?id=48705814";"6";"2022";"29.06.2022";"Социологические исследования"
"4114";"
 № 7";"contents.asp?id=49438968";"7";"2022";"22.09.2022";"Социологические исследования"
"4115";"
 № 8";"contents.asp?id=49454375";"8";"2022";"26.09.2022";"Социологические исследования"
"4116";"
 № 9";"contents.asp?id=49468493";"9";"2022";"29.09.2022";"Социологические исследования"
"4117";"
 № 10";"contents.asp?id=49958007";"10";"2022";"22.12.2022";"Социологические исследования"
"4118";"
 № 11";"contents.asp?id=49995885";"11";"2022";"28.12.2022";"Социологические исследования"
"4119";"
 № 12";"contents.asp?id=49999293";"12";"2022";"29.12.2022";"Социологические исследования"
"4120";"
 № 1";"contents.asp?id=44667836";"1";"2021";"10.02.2021";"Социологические исследования"
"4121";"
 № 2";"contents.asp?id=44889752";"2";"2021";"30.03.2021";"Социологические исследования"
"4122";"
 № 3";"contents.asp?id=44902763";"3";"2021";"01.04.2021";"Социологические исследования"
"4123";"
 № 4";"contents.asp?id=45662844";"4";"2021";"04.05.2021";"Социологические исследования"
"4124";"
 № 5";"contents.asp?id=46201325";"5";"2021";"28.06.2021";"Социологические исследования"
"4125";"
 № 6";"contents.asp?id=46209518";"6";"2021";"30.06.2021";"Социологические исследования"
"4126";"
 № 7";"contents.asp?id=46569282";"7";"2021";"23.09.2021";"Социологические исследования"
"4127";"
 № 8";"contents.asp?id=46589839";"8";"2021";"28.09.2021";"Социологические исследования"
"4128";"
 № 9";"contents.asp?id=46594483";"9";"2021";"29.09.2021";"Социологические исследования"
"4129";"
 № 10";"contents.asp?id=47320840";"10";"2021";"25.09.2024";"Социологические исследования"
"4130";"
 № 11";"contents.asp?id=47396067";"11";"2021";"25.12.2021";"Социологические исследования"
"4131";"
 № 12";"contents.asp?id=47411132";"12";"2021";"28.12.2021";"Социологические исследования"
"4132";"
 Т. 2021  № 12";"contents.asp?id=48876811";"12";"2021";"08.07.2022";"Социологические исследования"
"4133";"
 Т. 2021  № 8 170";"contents.asp?id=48999597";"8 170";"2021";"12.07.2022";"Социологические исследования"
"4134";"
 № 1";"contents.asp?id=42480159";"1";"2020";"11.03.2020";"Социологические исследования"
"4135";"
 № 2";"contents.asp?id=42520574";"2";"2020";"17.03.2020";"Социологические исследования"
"4136";"
 № 3";"contents.asp?id=42517801";"3";"2020";"16.03.2020";"Социологические исследования"
"4137";"
 № 4";"contents.asp?id=42737582";"4";"2020";"27.04.2020";"Социологические исследования"
"4138";"
 № 5";"contents.asp?id=43011794";"5";"2020";"25.06.2020";"Социологические исследования"
"4139";"
 № 6";"contents.asp?id=43021023";"6";"2020";"26.06.2020";"Социологические исследования"
"4140";"
 № 7";"contents.asp?id=43923880";"7";"2020";"15.09.2020";"Социологические исследования"
"4141";"
 № 8";"contents.asp?id=43925389";"8";"2020";"16.09.2020";"Социологические исследования"
"4142";"
 № 9";"contents.asp?id=43946036";"9";"2020";"21.09.2020";"Социологические исследования"
"4143";"
 № 10";"contents.asp?id=44369431";"10";"2020";"18.12.2020";"Социологические исследования"
"4144";"
 № 11";"contents.asp?id=44395752";"11";"2020";"22.12.2020";"Социологические исследования"
"4145";"
 № 12";"contents.asp?id=44405459";"12";"2020";"24.12.2020";"Социологические исследования"
"4146";"
 Т. 32  № 1";"contents.asp?id=67922401";"1";"2024";"03.07.2024";"Стратиграфия. Геологическая корреляция"
"4147";"
 Т. 32  № 2";"contents.asp?id=67957186";"2";"2024";"08.07.2024";"Стратиграфия. Геологическая корреляция"
"4148";"
 Т. 32  № 3";"contents.asp?id=68568334";"3";"2024";"12.08.2024";"Стратиграфия. Геологическая корреляция"
"4149";"
 Т. 32  № 4";"contents.asp?id=68635359";"4";"2024";"29.08.2024";"Стратиграфия. Геологическая корреляция"
"4150";"
 Т. 32  № 5";"contents.asp?id=75081569";"5";"2024";"28.11.2024";"Стратиграфия. Геологическая корреляция"
"4151";"
 Т. 31  № 1";"contents.asp?id=50404913";"1";"2023";"25.03.2023";"Стратиграфия. Геологическая корреляция"
"4152";"
 Т. 31  № 2";"contents.asp?id=50502338";"2";"2023";"13.04.2023";"Стратиграфия. Геологическая корреляция"
"4153";"
 Т. 31  № 3";"contents.asp?id=50731551";"3";"2023";"19.04.2023";"Стратиграфия. Геологическая корреляция"
"4154";"
 Т. 31  № 4";"contents.asp?id=53986546";"4";"2023";"20.06.2023";"Стратиграфия. Геологическая корреляция"
"4155";"
 Т. 31  № 5";"contents.asp?id=54270691";"5";"2023";"09.08.2023";"Стратиграфия. Геологическая корреляция"
"4156";"
 Т. 31  № 6";"contents.asp?id=54720460";"6";"2023";"25.10.2023";"Стратиграфия. Геологическая корреляция"
"4157";"
 Т. 30  № 1";"contents.asp?id=47423838";"1";"2022";"29.12.2021";"Стратиграфия. Геологическая корреляция"
"4158";"
 Т. 30  № 2";"contents.asp?id=47696583";"2";"2022";"26.01.2022";"Стратиграфия. Геологическая корреляция"
"4159";"
 Т. 30  № 3";"contents.asp?id=48104018";"3";"2022";"22.03.2022";"Стратиграфия. Геологическая корреляция"
"4160";"
 Т. 30  № 4";"contents.asp?id=48621990";"4";"2022";"14.06.2022";"Стратиграфия. Геологическая корреляция"
"4161";"
 Т. 30  № 5";"contents.asp?id=49212095";"5";"2022";"27.07.2022";"Стратиграфия. Геологическая корреляция"
"4162";"
 Т. 30  № 6";"contents.asp?id=49421092";"6";"2022";"19.09.2022";"Стратиграфия. Геологическая корреляция"
"4163";"
 Т. 29  № 1";"contents.asp?id=44596130";"1";"2021";"29.01.2021";"Стратиграфия. Геологическая корреляция"
"4164";"
 Т. 29  № 2";"contents.asp?id=44652181";"2";"2021";"08.02.2021";"Стратиграфия. Геологическая корреляция"
"4165";"
 Т. 29  № 3";"contents.asp?id=44848256";"3";"2021";"20.03.2021";"Стратиграфия. Геологическая корреляция"
"4166";"
 Т. 29  № 4";"contents.asp?id=45796588";"4";"2021";"31.05.2021";"Стратиграфия. Геологическая корреляция"
"4167";"
 Т. 29  № 5";"contents.asp?id=46428252";"5";"2021";"18.08.2021";"Стратиграфия. Геологическая корреляция"
"4168";"
 Т. 29  № 6";"contents.asp?id=46650387";"6";"2021";"12.10.2021";"Стратиграфия. Геологическая корреляция"
"4169";"
 Т. 28  № 1";"contents.asp?id=42319909";"1";"2020";"07.02.2020";"Стратиграфия. Геологическая корреляция"
"4170";"
 Т. 28  № 2";"contents.asp?id=42344626";"2";"2020";"12.02.2020";"Стратиграфия. Геологическая корреляция"
"4171";"
 Т. 28  № 3";"contents.asp?id=42653023";"3";"2020";"10.04.2020";"Стратиграфия. Геологическая корреляция"
"4172";"
 Т. 28  № 4";"contents.asp?id=42862753";"4";"2020";"25.05.2020";"Стратиграфия. Геологическая корреляция"
"4173";"
 Т. 28  № 5";"contents.asp?id=43793877";"5";"2020";"17.08.2020";"Стратиграфия. Геологическая корреляция"
"4174";"
 Т. 28  № 6";"contents.asp?id=44090948";"6";"2020";"25.10.2020";"Стратиграфия. Геологическая корреляция"
"4175";"
 № 1 (649)
";"contents.asp?id=65584359";"649";"2024";"09.07.2024";"США & Канада: экономика, политика, культура"
"4176";"
 № 2 (650)
";"contents.asp?id=67881750";"650";"2024";"25.06.2024";"США & Канада: экономика, политика, культура"
"4177";"
 № 3";"contents.asp?id=67898958";"3";"2024";"27.06.2024";"США & Канада: экономика, политика, культура"
"4178";"
 № 4";"contents.asp?id=67875596";"4";"2024";"24.06.2024";"США & Канада: экономика, политика, культура"
"4179";"
 № 5 (653)
";"contents.asp?id=67960612";"653";"2024";"09.07.2024";"США & Канада: экономика, политика, культура"
"4180";"
 № 6 (654)
";"contents.asp?id=67965535";"654";"2024";"09.07.2024";"США & Канада: экономика, политика, культура"
"4181";"
 № 7 (655)
";"contents.asp?id=68014119";"655";"2024";"17.07.2024";"США & Канада: экономика, политика, культура"
"4182";"
 № 8 (656)
";"contents.asp?id=68547821";"656";"2024";"08.08.2024";"США & Канада: экономика, политика, культура"
"4183";"
 № 9 (657)
";"contents.asp?id=69170235";"657";"2024";"13.09.2024";"США & Канада: экономика, политика, культура"
"4184";"
 № 10 (658)
";"contents.asp?id=72442227";"658";"2024";"11.10.2024";"США & Канада: экономика, политика, культура"
"4185";"
 № 11 (659)
";"contents.asp?id=74490892";"659";"2024";"06.11.2024";"США & Канада: экономика, политика, культура"
"4186";"
 № 1";"contents.asp?id=50442088";"1";"2023";"01.04.2023";"США & Канада: экономика, политика, культура"
"4187";"
 № 2";"contents.asp?id=50444933";"2";"2023";"02.04.2023";"США & Канада: экономика, политика, культура"
"4188";"
 № 3";"contents.asp?id=50447772";"3";"2023";"03.04.2023";"США & Канада: экономика, политика, культура"
"4189";"
 № 4";"contents.asp?id=52457344";"4";"2023";"04.05.2023";"США & Канада: экономика, политика, культура"
"4190";"
 № 5";"contents.asp?id=53839827";"5";"2023";"01.06.2023";"США & Канада: экономика, политика, культура"
"4191";"
 № 6";"contents.asp?id=53962857";"6";"2023";"15.06.2023";"США & Канада: экономика, политика, культура"
"4192";"
 № 7";"contents.asp?id=54121198";"7";"2023";"10.07.2023";"США & Канада: экономика, политика, культура"
"4193";"
 № 8";"contents.asp?id=54331704";"8";"2023";"26.08.2023";"США & Канада: экономика, политика, культура"
"4194";"
 № 9";"contents.asp?id=54478913";"9";"2023";"16.09.2023";"США & Канада: экономика, политика, культура"
"4195";"
 № 10";"contents.asp?id=54710684";"10";"2023";"24.10.2023";"США & Канада: экономика, политика, культура"
"4196";"
 № 11";"contents.asp?id=54783949";"11";"2023";"09.11.2023";"США & Канада: экономика, политика, культура"
"4197";"
 № 12";"contents.asp?id=55167515";"12";"2023";"13.12.2023";"США & Канада: экономика, политика, культура"
"4198";"
 № 1";"contents.asp?id=47924900";"1";"2022";"08.02.2022";"США & Канада: экономика, политика, культура"
"4199";"
 № 2";"contents.asp?id=48018952";"2";"2022";"03.01.2024";"США & Канада: экономика, политика, культура"
"4200";"
 № 3";"contents.asp?id=48166145";"3";"2022";"31.03.2022";"США & Канада: экономика, политика, культура"
"4201";"
 № 4";"contents.asp?id=48230975";"4";"2022";"03.01.2024";"США & Канада: экономика, политика, культура"
"4202";"
 № 5";"contents.asp?id=48611105";"5";"2022";"14.06.2022";"США & Канада: экономика, политика, культура"
"4203";"
 № 6";"contents.asp?id=48611183";"6";"2022";"14.06.2022";"США & Канада: экономика, политика, культура"
"4204";"
 № 7";"contents.asp?id=49027409";"7";"2022";"13.07.2022";"США & Канада: экономика, политика, культура"
"4205";"
 № 8";"contents.asp?id=49267821";"8";"2022";"08.08.2022";"США & Канада: экономика, политика, культура"
"4206";"
 № 9";"contents.asp?id=49377430";"9";"2022";"08.09.2022";"США & Канада: экономика, политика, культура"
"4207";"
 № 10";"contents.asp?id=49567529";"10";"2022";"24.10.2022";"США & Канада: экономика, политика, культура"
"4208";"
 № 11";"contents.asp?id=49714797";"11";"2022";"09.11.2022";"США & Канада: экономика, политика, культура"
"4209";"
 № 12";"contents.asp?id=49884350";"12";"2022";"11.12.2022";"США & Канада: экономика, политика, культура"
"4210";"
 № 6";"contents.asp?id=46202452";"6";"2021";"29.06.2021";"США & Канада: экономика, политика, культура"
"4211";"
 № 7";"contents.asp?id=46362449";"7";"2021";"30.07.2021";"США & Канада: экономика, политика, культура"
"4212";"
 № 9";"contents.asp?id=46555138";"9";"2021";"20.09.2021";"США & Канада: экономика, политика, культура"
"4213";"
 № 10";"contents.asp?id=47162493";"10";"2021";"12.11.2021";"США & Канада: экономика, политика, культура"
"4214";"
 № 11";"contents.asp?id=47380850";"11";"2021";"22.12.2021";"США & Канада: экономика, политика, культура"
"4215";"
 № 12";"contents.asp?id=47320828";"12";"2021";"13.12.2021";"США & Канада: экономика, политика, культура"
"4216";"
 Т. 51  № 1";"contents.asp?id=44608847";"1";"2021";"01.02.2021";"США & Канада: экономика, политика, культура"
"4217";"
 Т. 51  № 2";"contents.asp?id=44800063";"2";"2021";"09.03.2021";"США & Канада: экономика, политика, культура"
"4218";"
 Т. 51  № 3";"contents.asp?id=44866976";"3";"2021";"25.03.2021";"США & Канада: экономика, политика, культура"
"4219";"
 Т. 51  № 4";"contents.asp?id=45630813";"4";"2021";"26.04.2021";"США & Канада: экономика, политика, культура"
"4220";"
 Т. 51  № 5";"contents.asp?id=45816104";"5";"2021";"02.06.2021";"США & Канада: экономика, политика, культура"
"4221";"
 Т. 51  № 8";"contents.asp?id=46437820";"8";"2021";"28.09.2024";"США & Канада: экономика, политика, культура"
"4222";"
 Т. 50  № 1";"contents.asp?id=42195589";"1";"2020";"05.02.2020";"США & Канада: экономика, политика, культура"
"4223";"
 Т. 50  № 2";"contents.asp?id=42393168";"2";"2020";"22.02.2020";"США & Канада: экономика, политика, культура"
"4224";"
 Т. 50  № 3";"contents.asp?id=42538419";"3";"2020";"19.03.2020";"США & Канада: экономика, политика, культура"
"4225";"
 Т. 50  № 4";"contents.asp?id=42709315";"4";"2020";"22.04.2020";"США & Канада: экономика, политика, культура"
"4226";"
 Т. 50  № 5";"contents.asp?id=42954483";"5";"2020";"15.06.2020";"США & Канада: экономика, политика, культура"
"4227";"
 Т. 50  № 6";"contents.asp?id=42955613";"6";"2020";"15.06.2020";"США & Канада: экономика, политика, культура"
"4228";"
 Т. 50  № 7";"contents.asp?id=43775354";"7";"2020";"10.08.2020";"США & Канада: экономика, политика, культура"
"4229";"
 Т. 50  № 8";"contents.asp?id=43774781";"8";"2020";"10.08.2020";"США & Канада: экономика, политика, культура"
"4230";"
 Т. 50  № 9";"contents.asp?id=43936746";"9";"2020";"18.09.2020";"США & Канада: экономика, политика, культура"
"4231";"
 Т. 50  № 10";"contents.asp?id=44185597";"10";"2020";"12.11.2020";"США & Канада: экономика, политика, культура"
"4232";"
 Т. 50  № 11";"contents.asp?id=44345536";"11";"2020";"14.12.2020";"США & Канада: экономика, политика, культура"
"4233";"
 Т. 50  № 12";"contents.asp?id=44345526";"12";"2020";"14.12.2020";"США & Канада: экономика, политика, культура"
"4234";"
 Т. 58  № 1";"contents.asp?id=67861215";"1";"2024";"22.06.2024";"Теоретические основы химической технологии"
"4235";"
 Т. 58  № 2";"contents.asp?id=67990994";"2";"2024";"12.07.2024";"Теоретические основы химической технологии"
"4236";"
 Т. 58  № 3";"contents.asp?id=74503438";"3";"2024";"08.11.2024";"Теоретические основы химической технологии"
"4237";"
 Т. 57  № 1";"contents.asp?id=50404448";"1";"2023";"24.03.2023";"Теоретические основы химической технологии"
"4238";"
 Т. 57  № 2";"contents.asp?id=50435098";"2";"2023";"30.03.2023";"Теоретические основы химической технологии"
"4239";"
 Т. 57  № 3";"contents.asp?id=53985981";"3";"2023";"20.06.2023";"Теоретические основы химической технологии"
"4240";"
 Т. 57  № 4";"contents.asp?id=54348299";"4";"2023";"30.08.2023";"Теоретические основы химической технологии"
"4241";"
 Т. 57  № 5";"contents.asp?id=54494104";"5";"2023";"20.09.2023";"Теоретические основы химической технологии"
"4242";"
 Т. 57  № 6";"contents.asp?id=54976054";"6";"2023";"08.12.2023";"Теоретические основы химической технологии"
"4243";"
 Т. 56  № 1";"contents.asp?id=47958008";"1";"2022";"15.02.2022";"Теоретические основы химической технологии"
"4244";"
 Т. 56  № 2";"contents.asp?id=48076143";"2";"2022";"15.03.2022";"Теоретические основы химической технологии"
"4245";"
 Т. 56  № 3";"contents.asp?id=48621488";"3";"2022";"14.06.2022";"Теоретические основы химической технологии"
"4246";"
 Т. 56  № 4";"contents.asp?id=48766998";"4";"2022";"05.07.2022";"Теоретические основы химической технологии"
"4247";"
 Т. 56  № 5";"contents.asp?id=49420239";"5";"2022";"19.09.2022";"Теоретические основы химической технологии"
"4248";"
 Т. 56  № 6";"contents.asp?id=49856282";"6";"2022";"06.12.2022";"Теоретические основы химической технологии"
"4249";"
 Т. 55  № 1";"contents.asp?id=44492505";"1";"2021";"12.01.2021";"Теоретические основы химической технологии"
"4250";"
 Т. 55  № 2";"contents.asp?id=44847132";"2";"2021";"20.03.2021";"Теоретические основы химической технологии"
"4251";"
 Т. 55  № 3";"contents.asp?id=45794849";"3";"2021";"31.05.2021";"Теоретические основы химической технологии"
"4252";"
 Т. 55  № 4";"contents.asp?id=46353536";"4";"2021";"28.07.2021";"Теоретические основы химической технологии"
"4253";"
 Т. 55  № 5";"contents.asp?id=46532549";"5";"2021";"14.09.2021";"Теоретические основы химической технологии"
"4254";"
 Т. 55  № 6";"contents.asp?id=46687836";"6";"2021";"20.10.2021";"Теоретические основы химической технологии"
"4255";"
 Т. 54  № 1";"contents.asp?id=41806479";"1";"2020";"24.01.2020";"Теоретические основы химической технологии"
"4256";"
 Т. 54  № 2";"contents.asp?id=42445806";"2";"2020";"03.03.2020";"Теоретические основы химической технологии"
"4257";"
 Т. 54  № 3";"contents.asp?id=42726084";"3";"2020";"24.04.2020";"Теоретические основы химической технологии"
"4258";"
 Т. 54  № 4";"contents.asp?id=43067210";"4";"2020";"07.07.2020";"Теоретические основы химической технологии"
"4259";"
 Т. 54  № 5";"contents.asp?id=43878064";"5";"2020";"09.09.2020";"Теоретические основы химической технологии"
"4260";"
 Т. 54  № 6";"contents.asp?id=44137355";"6";"2020";"02.11.2020";"Теоретические основы химической технологии"
"4261";"
 Т. 62  № 1";"contents.asp?id=75090111";"1";"2024";"29.11.2024";"Теплофизика высоких температур"
"4262";"
 Т. 62  № 2";"contents.asp?id=75090176";"2";"2024";"29.11.2024";"Теплофизика высоких температур"
"4263";"
 Т. 62  № 3";"contents.asp?id=75123618";"3";"2024";"02.12.2024";"Теплофизика высоких температур"
"4264";"
 Т. 61  № 1";"contents.asp?id=54597229";"1";"2023";"28.09.2023";"Теплофизика высоких температур"
"4265";"
 Т. 61  № 2";"contents.asp?id=54525459";"2";"2023";"27.09.2023";"Теплофизика высоких температур"
"4266";"
 Т. 61  № 3";"contents.asp?id=54803881";"3";"2023";"14.11.2023";"Теплофизика высоких температур"
"4267";"
 Т. 61  № 4";"contents.asp?id=55186518";"4";"2023";"14.12.2023";"Теплофизика высоких температур"
"4268";"
 Т. 61  № 5";"contents.asp?id=57135802";"5";"2023";"30.12.2023";"Теплофизика высоких температур"
"4269";"
 Т. 61  № 6";"contents.asp?id=59997456";"6";"2023";"05.02.2024";"Теплофизика высоких температур"
"4270";"
 Т. 60  № 1";"contents.asp?id=48506020";"1";"2022";"26.05.2022";"Теплофизика высоких температур"
"4271";"
 Т. 60  № 2";"contents.asp?id=49455222";"2";"2022";"26.09.2022";"Теплофизика высоких температур"
"4272";"
 Т. 60  № 3";"contents.asp?id=49455027";"3";"2022";"26.09.2022";"Теплофизика высоких температур"
"4273";"
 Т. 60  № 4";"contents.asp?id=49856159";"4";"2022";"06.12.2022";"Теплофизика высоких температур"
"4274";"
 Т. 60  № 5";"contents.asp?id=49991211";"5";"2022";"28.12.2022";"Теплофизика высоких температур"
"4275";"
 Т. 60  № 6";"contents.asp?id=49994231";"6";"2022";"28.12.2022";"Теплофизика высоких температур"
"4276";"
 Т. 59  № 1";"contents.asp?id=44847146";"1";"2021";"20.03.2021";"Теплофизика высоких температур"
"4277";"
 Т. 59  № 2";"contents.asp?id=45794906";"2";"2021";"31.05.2021";"Теплофизика высоких температур"
"4278";"
 Т. 59  № 3";"contents.asp?id=46171954";"3";"2021";"22.06.2021";"Теплофизика высоких температур"
"4279";"
 Т. 59  № 4";"contents.asp?id=46558741";"4";"2021";"21.09.2021";"Теплофизика высоких температур"
"4280";"
 Т. 59  № 5";"contents.asp?id=47423637";"5";"2021";"29.12.2021";"Теплофизика высоких температур"
"4281";"
 Т. 59  № 6";"contents.asp?id=47494663";"6";"2021";"13.01.2022";"Теплофизика высоких температур"
"4282";"
 Т. 58  № 1";"contents.asp?id=42366228";"1";"2020";"17.02.2020";"Теплофизика высоких температур"
"4283";"
 Т. 58  № 2";"contents.asp?id=42578196";"2";"2020";"25.03.2020";"Теплофизика высоких температур"
"4284";"
 Т. 58  № 3";"contents.asp?id=42859213";"3";"2020";"25.05.2020";"Теплофизика высоких температур"
"4285";"
 Т. 58  № 4";"contents.asp?id=43824012";"4";"2020";"25.08.2020";"Теплофизика высоких температур"
"4286";"
 Т. 58  № 5";"contents.asp?id=43962078";"5";"2020";"25.09.2020";"Теплофизика высоких температур"
"4287";"
 Т. 58  № 6";"contents.asp?id=44367145";"6";"2020";"18.12.2020";"Теплофизика высоких температур"
"4288";"
 Т. 144  № 1";"contents.asp?id=68516714";"1";"2024";"01.08.2024";"Успехи современной биологии"
"4289";"
 Т. 144  № 2";"contents.asp?id=68635366";"2";"2024";"29.08.2024";"Успехи современной биологии"
