Source Title;Country;jif;year;Collection
VETERINARY CLINICS OF NORTH AMERICA-SMALL ANIMAL PRACTICE;UNITED STATES OF AMERICA;2,148;2021;SCIE
VETERINARY CLINICAL PATHOLOGY;UNITED STATES OF AMERICA;1,2;2022;SCIE
VETERINARY CLINICAL PATHOLOGY;UNITED STATES OF AMERICA;1,333;2021;SCIE
VETERINARY AND COMPARATIVE ONCOLOGY;ENGLAND;2,1;2022;SCIE
VETERINARY AND COMPARATIVE ONCOLOGY;ENGLAND;2,385;2021;SCIE
VETERINARY AND COMPARATIVE ORTHOPAEDICS AND TRAUMATOLOGY;GERMANY;1,3;2022;SCIE
VETERINARY AND COMPARATIVE ORTHOPAEDICS AND TRAUMATOLOGY;GERMANY;1,083;2021;SCIE
VETERINARY DERMATOLOGY;ENGLAND;1,4;2022;SCIE
VETERINARY DERMATOLOGY;ENGLAND;1,867;2021;SCIE
VETERINARY IMMUNOLOGY AND IMMUNOPATHOLOGY;NETHERLANDS;1,8;2022;SCIE
VETERINARY IMMUNOLOGY AND IMMUNOPATHOLOGY;NETHERLANDS;1,943;2021;SCIE
VETERINARIA ITALIANA;ITALY;1,434;2021;SCIE
VETERINARY JOURNAL;ENGLAND;2,2;2022;SCIE
VETERINARY JOURNAL;ENGLAND;2,75;2021;SCIE
VETERINARNI MEDICINA;CZECH REPUBLIC;0,7;2022;SCIE
VETERINARNI MEDICINA;CZECH REPUBLIC;0,746;2021;SCIE
VETERINARY MEDICINE-RESEARCH AND REPORTS;NEW ZEALAND;1,8;2022;ESCI
VETERINARY MEDICINE-RESEARCH AND REPORTS;NEW ZEALAND;;2021;ESCI
VETERINARIA MEXICO;MEXICO;0,2;2022;SCIE
VETERINARIA MEXICO;MEXICO;0,341;2021;SCIE
VETERINARY MICROBIOLOGY;NETHERLANDS;3,3;2022;SCIE
VETERINARY MICROBIOLOGY;NETHERLANDS;3,246;2021;SCIE
VETERINARY OPHTHALMOLOGY;UNITED STATES OF AMERICA;1,6;2022;SCIE
VETERINARY OPHTHALMOLOGY;UNITED STATES OF AMERICA;1,444;2021;SCIE
VETERINARY PARASITOLOGY- REGIONAL STUDIES AND REPORTS;NETHERLANDS;1,4;2022;ESCI
VETERINARY PARASITOLOGY- REGIONAL STUDIES AND REPORTS;NETHERLANDS;;2021;ESCI
VETERINARY PARASITOLOGY;NETHERLANDS;2,6;2022;SCIE
VETERINARY PARASITOLOGY;NETHERLANDS;2,821;2021;SCIE
VETERINARY PATHOLOGY;UNITED STATES OF AMERICA;2,4;2022;SCIE
VETERINARY PATHOLOGY;UNITED STATES OF AMERICA;3,157;2021;SCIE
VETERINARY QUARTERLY;ENGLAND;6,4;2022;SCIE
VETERINARY QUARTERLY;ENGLAND;8,071;2021;SCIE
VETERINARY RADIOLOGY & ULTRASOUND;UNITED STATES OF AMERICA;1,7;2022;SCIE
VETERINARY RADIOLOGY & ULTRASOUND;UNITED STATES OF AMERICA;1,318;2021;SCIE
VETERINARY RECORD CASE REPORTS;ENGLAND;0,3;2022;ESCI
VETERINARY RECORD CASE REPORTS;ENGLAND;;2021;ESCI
VETERINARY RECORD OPEN;ENGLAND;1,4;2022;ESCI
VETERINARY RECORD OPEN;ENGLAND;;2021;ESCI
VETERINARY RECORD;ENGLAND;2,2;2022;SCIE
VETERINARY RECORD;ENGLAND;2,56;2021;SCIE
VETERINARY RESEARCH COMMUNICATIONS;NETHERLANDS;2,2;2022;SCIE
VETERINARY RESEARCH COMMUNICATIONS;NETHERLANDS;2,816;2021;SCIE
VETERINARY RESEARCH FORUM;IRAN, ISLAMIC REPUBLIC OF;1;2022;SCIE
VETERINARY RESEARCH FORUM;IRAN, ISLAMIC REPUBLIC OF;0,95;2021;SCIE
VETERINARY RESEARCH;FRANCE;4,4;2022;SCIE
VETERINARY RESEARCH;FRANCE;3,829;2021;SCIE
VETERINARY SCIENCES;SWITZERLAND;2,4;2022;SCIE
VETERINARY SCIENCES;SWITZERLAND;2,518;2021;SCIE
VETERINARY SURGERY;UNITED STATES OF AMERICA;1,8;2022;SCIE
VETERINARY SURGERY;UNITED STATES OF AMERICA;1,618;2021;SCIE
VETERINARY WORLD;INDIA;1,6;2022;ESCI
VETERINARY WORLD;INDIA;;2021;ESCI
VETERINARIA Y ZOOTECNIA;COLOMBIA;0,1;2022;ESCI
VETERINARIA Y ZOOTECNIA;COLOMBIA;;2021;ESCI
VETUS TESTAMENTUM;NETHERLANDS;0,2;2022;AHCI
VETUS TESTAMENTUM;NETHERLANDS;;2021;AHCI
VIA ATLANTICA;BRAZIL;0,1;2022;ESCI
VIA ATLANTICA;BRAZIL;;2021;ESCI
VIAL-VIGO INTERNATIONAL JOURNAL OF APPLIED LINGUISTICS;SPAIN;0,9;2022;AHCI
VIAL-VIGO INTERNATIONAL JOURNAL OF APPLIED LINGUISTICS;SPAIN;0,9;2022;SSCI
VIAL-VIGO INTERNATIONAL JOURNAL OF APPLIED LINGUISTICS;SPAIN;0,917;2021;AHCI
VIAL-VIGO INTERNATIONAL JOURNAL OF APPLIED LINGUISTICS;SPAIN;0,917;2021;SSCI
VIBRATIONAL SPECTROSCOPY;NETHERLANDS;2,5;2022;SCIE
VIBRATIONAL SPECTROSCOPY;NETHERLANDS;2,382;2021;SCIE
VIBRATION;SWITZERLAND;2;2022;ESCI
VIBRATION;SWITZERLAND;;2021;ESCI
VICTORIAN HISTORICAL JOURNAL;AUSTRALIA;0,01;2022;ESCI
VICTORIAN HISTORICAL JOURNAL;AUSTRALIA;;2021;ESCI
VICTORIAN PERIODICALS REVIEW;CANADA;0,2;2022;AHCI
VICTORIAN PERIODICALS REVIEW;CANADA;;2021;AHCI
VICTORIAN REVIEW-AN INTERDISCIPLINARY JOURNAL OF VICTORIAN STUDIES;CANADA;0,1;2022;ESCI
VICTORIAN REVIEW-AN INTERDISCIPLINARY JOURNAL OF VICTORIAN STUDIES;CANADA;;2021;ESCI
VICTIMS & OFFENDERS;UNITED STATES OF AMERICA;2,2;2022;SSCI
VICTIMS & OFFENDERS;UNITED STATES OF AMERICA;2,045;2021;SSCI
VICTORIAN LITERATURE AND CULTURE;UNITED STATES OF AMERICA;0,3;2022;AHCI
VICTORIAN LITERATURE AND CULTURE;UNITED STATES OF AMERICA;;2021;AHCI
VICTORIAN POETRY;UNITED STATES OF AMERICA;0,1;2022;AHCI
VICTORIAN POETRY;UNITED STATES OF AMERICA;;2021;AHCI
VICTORIAN STUDIES;UNITED STATES OF AMERICA;1,1;2022;AHCI
VICTORIAN STUDIES;UNITED STATES OF AMERICA;;2021;AHCI
VICTORIOGRAPHIES-A JOURNAL OF NINETEENTH-CENTURY WRITING 1790-1914;ENGLAND;0,3;2022;ESCI
VICTORIOGRAPHIES-A JOURNAL OF NINETEENTH-CENTURY WRITING 1790-1914;ENGLAND;;2021;ESCI
VIDEO-ASSISTED THORACIC SURGERY;HONG KONG;0,2;2022;ESCI
VIDEO-ASSISTED THORACIC SURGERY;HONG KONG;;2021;ESCI
VIDEOSURGERY AND OTHER MINIINVASIVE TECHNIQUES;POLAND;1,7;2022;SCIE
VIDEOSURGERY AND OTHER MINIINVASIVE TECHNIQUES;POLAND;1,627;2021;SCIE
VIE ET MILIEU-LIFE AND ENVIRONMENT;FRANCE;0,534;2021;SCIE
VIERTELJAHRSHEFTE FUR ZEITGESCHICHTE;GERMANY;0,2;2022;AHCI
VIERTELJAHRSHEFTE FUR ZEITGESCHICHTE;GERMANY;;2021;AHCI
VIETNAM JOURNAL OF CHEMISTRY;GERMANY;0,9;2022;ESCI
VIETNAM JOURNAL OF CHEMISTRY;GERMANY;;2021;ESCI
VIETNAM JOURNAL OF COMPUTER SCIENCE;VIETNAM;0,9;2022;ESCI
VIETNAM JOURNAL OF COMPUTER SCIENCE;VIETNAM;;2021;ESCI
VIETNAM JOURNAL OF EARTH SCIENCES;VIETNAM;1,5;2022;ESCI
VIETNAM JOURNAL OF EARTH SCIENCES;VIETNAM;;2021;ESCI
VIETNAM JOURNAL OF MATHEMATICS;VIETNAM;0,8;2022;ESCI
VIETNAM JOURNAL OF MATHEMATICS;VIETNAM;;2021;ESCI
VIEW;CHINA MAINLAND;8,6;2022;ESCI
VIEW;CHINA MAINLAND;;2021;ESCI
VIGILANCIA SANITARIA EM DEBATE-SOCIEDADE CIENCIA & TECNOLOGIA;BRAZIL;0,3;2022;ESCI
VIGILANCIA SANITARIA EM DEBATE-SOCIEDADE CIENCIA & TECNOLOGIA;BRAZIL;;2021;ESCI
VIGILIAE CHRISTIANAE;NETHERLANDS;0,2;2022;AHCI
VIGILIAE CHRISTIANAE;NETHERLANDS;;2021;AHCI
VINCULOS DE HISTORIA;SPAIN;0,2;2022;ESCI
VINCULOS DE HISTORIA;SPAIN;;2021;ESCI
VINE JOURNAL OF INFORMATION AND KNOWLEDGE MANAGEMENT SYSTEMS;ENGLAND;2,8;2022;ESCI
VINE JOURNAL OF INFORMATION AND KNOWLEDGE MANAGEMENT SYSTEMS;ENGLAND;;2021;ESCI
VIOLENCE AGAINST WOMEN;UNITED STATES OF AMERICA;2,2;2022;SSCI
VIOLENCE AGAINST WOMEN;UNITED STATES OF AMERICA;2,586;2021;SSCI
VIOLENCE AND GENDER;UNITED STATES OF AMERICA;1,5;2022;ESCI
VIOLENCE AND GENDER;UNITED STATES OF AMERICA;;2021;ESCI
VIOLENCE AND VICTIMS;UNITED STATES OF AMERICA;1,1;2022;SSCI
VIOLENCE AND VICTIMS;UNITED STATES OF AMERICA;1,317;2021;SSCI
VIRAJES-REVISTA DE ANTROPOLOGIA Y SOCIOLOGIA;COLOMBIA;0,1;2022;ESCI
VIRAJES-REVISTA DE ANTROPOLOGIA Y SOCIOLOGIA;COLOMBIA;;2021;ESCI
VIRAL HEPATIT DERGISI-VIRAL HEPATITIS JOURNAL;TURKEY;0,1;2022;ESCI
VIRAL HEPATIT DERGISI-VIRAL HEPATITIS JOURNAL;TURKEY;;2021;ESCI
VIRAL IMMUNOLOGY;UNITED STATES OF AMERICA;2,2;2022;SCIE
VIRAL IMMUNOLOGY;UNITED STATES OF AMERICA;2,175;2021;SCIE
VIRCHOWS ARCHIV;GERMANY;3,5;2022;SCIE
VIRCHOWS ARCHIV;GERMANY;4,548;2021;SCIE
VIREF-REVISTA DE EDUCACION FISICA;COLOMBIA;0,2;2022;ESCI
VIREF-REVISTA DE EDUCACION FISICA;COLOMBIA;;2021;ESCI
VIROLOGY JOURNAL;ENGLAND;4,8;2022;SCIE
VIROLOGY JOURNAL;ENGLAND;5,916;2021;SCIE
VIROLOGICA SINICA;CHINA MAINLAND;5,5;2022;SCIE
VIROLOGICA SINICA;CHINA MAINLAND;6,947;2021;SCIE
VIROLOGIE;FRANCE;0,9;2022;SCIE
VIROLOGIE;FRANCE;0,804;2021;SCIE
VIROLOGY;UNITED STATES OF AMERICA;3,7;2022;SCIE
VIROLOGY;UNITED STATES OF AMERICA;3,513;2021;SCIE
VIRTUAL ARCHAEOLOGY REVIEW;SPAIN;2,3;2022;ESCI
VIRTUAL ARCHAEOLOGY REVIEW;SPAIN;;2021;ESCI
VIRTUAL AND PHYSICAL PROTOTYPING;ENGLAND;10,6;2022;SCIE
VIRTUAL AND PHYSICAL PROTOTYPING;ENGLAND;10,962;2021;SCIE
VIRTUAL REALITY;ENGLAND;4,2;2022;SCIE
VIRTUAL REALITY;ENGLAND;4,697;2021;SCIE
VIRTUALIDAD EDUCACION Y CIENCIA;ARGENTINA;0,2;2022;ESCI
VIRTUALIDAD EDUCACION Y CIENCIA;ARGENTINA;;2021;ESCI
VIRULENCE;UNITED STATES OF AMERICA;5,2;2022;SCIE
VIRULENCE;UNITED STATES OF AMERICA;5,428;2021;SCIE
VIRUS GENES;UNITED STATES OF AMERICA;1,6;2022;SCIE
VIRUS GENES;UNITED STATES OF AMERICA;2,198;2021;SCIE
VIRUS RESEARCH;NETHERLANDS;5;2022;SCIE
VIRUS RESEARCH;NETHERLANDS;6,286;2021;SCIE
VIRUSES-BASEL;SWITZERLAND;4,7;2022;SCIE
VIRUSES-BASEL;SWITZERLAND;5,818;2021;SCIE
VISUAL ANTHROPOLOGY REVIEW;UNITED STATES OF AMERICA;0,8;2022;ESCI
VISUAL ANTHROPOLOGY REVIEW;UNITED STATES OF AMERICA;;2021;ESCI
VISUAL ANTHROPOLOGY;ENGLAND;0,2;2022;ESCI
VISUAL ANTHROPOLOGY;ENGLAND;;2021;ESCI
VISUAL COGNITION;ENGLAND;2;2022;SSCI
VISUAL COGNITION;ENGLAND;2,546;2021;SSCI
VISUAL COMMUNICATION QUARTERLY;UNITED STATES OF AMERICA;0,4;2022;ESCI
VISUAL COMMUNICATION QUARTERLY;UNITED STATES OF AMERICA;;2021;ESCI
VISUAL COMPUTING FOR INDUSTRY BIOMEDICINE AND ART;CHINA MAINLAND;2,8;2022;ESCI
VISUAL COMPUTING FOR INDUSTRY BIOMEDICINE AND ART;CHINA MAINLAND;;2021;ESCI
VISUAL ETHNOGRAPHY;ITALY;0,01;2022;ESCI
VISUAL ETHNOGRAPHY;ITALY;;2021;ESCI
VISION GERENCIAL;VENEZUELA, BOLIVARIAN REPUBLIC OF;0,1;2022;ESCI
VISION GERENCIAL;VENEZUELA, BOLIVARIAN REPUBLIC OF;;2021;ESCI
VISUAL INFORMATICS;CHINA MAINLAND;3;2022;ESCI
VISUAL INFORMATICS;CHINA MAINLAND;;2021;ESCI
VISUAL INQUIRY-LEARNING & TEACHING ART;ENGLAND;0,2;2022;ESCI
VISUAL INQUIRY-LEARNING & TEACHING ART;ENGLAND;;2021;ESCI
VISUAL RESOURCES;ENGLAND;;2021;ESCI
VISCERAL MEDICINE;SWITZERLAND;1,9;2022;SCIE
VISCERAL MEDICINE;SWITZERLAND;2,186;2021;SCIE
VISION RESEARCH;ENGLAND;1,8;2022;SCIE
VISION RESEARCH;ENGLAND;1,984;2021;SCIE
VISION-THE JOURNAL OF BUSINESS PERSPECTIVE;INDIA;2,8;2022;ESCI
VISION-THE JOURNAL OF BUSINESS PERSPECTIVE;INDIA;;2021;ESCI
VISITOR STUDIES;UNITED STATES OF AMERICA;1,5;2022;ESCI
VISITOR STUDIES;UNITED STATES OF AMERICA;;2021;ESCI
VISNYK OF V N KARAZIN KHARKIV NATIONAL UNIVERSITY-SERIES GEOLOGY GEOGRAPHY ECOLOGY;UKRAINE;0,1;2022;ESCI
VISNYK OF V N KARAZIN KHARKIV NATIONAL UNIVERSITY-SERIES GEOLOGY GEOGRAPHY ECOLOGY;UKRAINE;;2021;ESCI
VISNYK NTUU KPI SERIIA-RADIOTEKHNIKA RADIOAPARATOBUDUVANNIA;UKRAINE;0,3;2022;ESCI
VISNYK NTUU KPI SERIIA-RADIOTEKHNIKA RADIOAPARATOBUDUVANNIA;UKRAINE;;2021;ESCI
VISNYK OF TARAS SHEVCHENKO NATIONAL UNIVERSITY OF KYIV-GEOLOGY;UKRAINE;0,3;2022;ESCI
VISNYK OF TARAS SHEVCHENKO NATIONAL UNIVERSITY OF KYIV-GEOLOGY;UKRAINE;;2021;ESCI
VISUAL COMMUNICATION;UNITED STATES OF AMERICA;1,5;2022;SSCI
VISUAL COMMUNICATION;UNITED STATES OF AMERICA;1,79;2021;SSCI
VISUAL COMPUTER;GERMANY;3,5;2022;SCIE
VISUAL COMPUTER;GERMANY;2,835;2021;SCIE
VISUAL NEUROSCIENCE;UNITED STATES OF AMERICA;1,9;2022;SCIE
VISUAL NEUROSCIENCE;UNITED STATES OF AMERICA;1,895;2021;SCIE
VISUAL STUDIES;ENGLAND;0,7;2022;AHCI
VISUAL STUDIES;ENGLAND;;2021;AHCI
VITIS;GERMANY;1,1;2022;SCIE
VITIS;GERMANY;1,182;2021;SCIE
VITRUVIO-INTERNATIONAL JOURNAL OF ARCHITECTURAL TECHNOLOGY AND SUSTAINABILITY;SPAIN;0,8;2022;ESCI
VITRUVIO-INTERNATIONAL JOURNAL OF ARCHITECTURAL TECHNOLOGY AND SUSTAINABILITY;SPAIN;;2021;ESCI
VIVARIUM-AN INTERNATIONAL JOURNAL FOR THE PHILOSOPHY AND INTELLECTUAL LIFE OF THE MIDDLE AGES AND RENAISSANCE;NETHERLANDS;0,5;2022;AHCI
VIVARIUM-AN INTERNATIONAL JOURNAL FOR THE PHILOSOPHY AND INTELLECTUAL LIFE OF THE MIDDLE AGES AND RENAISSANCE;NETHERLANDS;;2021;AHCI
VIVAT ACADEMIA;SPAIN;0,6;2022;ESCI
VIVAT ACADEMIA;SPAIN;;2021;ESCI
VIZANTIISKII VREMENNIK;RUSSIAN FEDERATION;0,01;2022;ESCI
VIZANTIISKII VREMENNIK;RUSSIAN FEDERATION;;2021;ESCI
VJESNIK ARHEOLOSKOG MUZEJA U ZAGREBU;CROATIA;0,01;2022;ESCI
VJESNIK ARHEOLOSKOG MUZEJA U ZAGREBU;CROATIA;;2021;ESCI
VJESNIK ZA ARHEOLOGIJU I POVIJEST DALMATINSKU;CROATIA;0,2;2022;AHCI
VLAAMS DIERGENEESKUNDIG TIJDSCHRIFT;BELGIUM;0,2;2022;SCIE
VLAAMS DIERGENEESKUNDIG TIJDSCHRIFT;BELGIUM;0,205;2021;SCIE
VLC ARQUITECTURA-RESEARCH JOURNAL;SPAIN;0,1;2022;ESCI
VLC ARQUITECTURA-RESEARCH JOURNAL;SPAIN;;2021;ESCI
VLDB JOURNAL;GERMANY;4,2;2022;SCIE
VLDB JOURNAL;GERMANY;4,243;2021;SCIE
VOCATIONS AND LEARNING;NETHERLANDS;2,8;2022;SSCI
VOCATIONS AND LEARNING;NETHERLANDS;1,821;2021;SSCI
VOICE AND SPEECH REVIEW;UNITED STATES OF AMERICA;0,6;2022;ESCI
VOICE AND SPEECH REVIEW;UNITED STATES OF AMERICA;;2021;ESCI
VOICES-THE JOURNAL OF NEW YORK FOLKLORE;UNITED STATES OF AMERICA;0,4;2022;AHCI
VOIX & IMAGES;CANADA;0,01;2022;AHCI
VOIX & IMAGES;CANADA;;2021;AHCI
VOIX PLURIELLES;CANADA;0,1;2022;ESCI
VOIX PLURIELLES;CANADA;;2021;ESCI
VOJENSKE ROZHLEDY-CZECH MILITARY REVIEW;CZECH REPUBLIC;0,1;2022;ESCI
VOJENSKE ROZHLEDY-CZECH MILITARY REVIEW;CZECH REPUBLIC;;2021;ESCI
VOJNOSANITETSKI PREGLED;SERBIA;0,2;2022;SCIE
VOJNOSANITETSKI PREGLED;SERBIA;0,245;2021;SCIE
VOLGOGRADSKII GOSUDARSTVENNYI UNIVERSITET-VESTNIK-SERIYA 4-ISTORIYA REGIONOVEDENIE MEZHDUNARODNYE OTNOSHENIYA;RUSSIAN FEDERATION;0,1;2022;ESCI
VOLGOGRADSKII GOSUDARSTVENNYI UNIVERSITET-VESTNIK-SERIYA 4-ISTORIYA REGIONOVEDENIE MEZHDUNARODNYE OTNOSHENIYA;RUSSIAN FEDERATION;;2021;ESCI
VOLKSKUNDE;BELGIUM;0,1;2022;AHCI
VOLKSKUNDE;BELGIUM;;2021;AHCI
VOLUNTARY SECTOR REVIEW;UNITED KINGDOM;1,5;2022;ESCI
VOLUNTARY SECTOR REVIEW;UNITED KINGDOM;;2021;ESCI
VOLUNTAS;UNITED STATES OF AMERICA;2,4;2022;SSCI
VOLUNTAS;UNITED STATES OF AMERICA;2,794;2021;SSCI
VOPROSY FILOSOFII;RUSSIAN FEDERATION;0,2;2022;AHCI
VOPROSY FILOSOFII;RUSSIAN FEDERATION;;2021;AHCI
VOPROSY ISTORII;RUSSIAN FEDERATION;0,1;2022;AHCI
VOPROSY ISTORII;RUSSIAN FEDERATION;;2021;AHCI
VOPROSY PSIKHOLOGII;RUSSIAN FEDERATION;0,2;2022;SSCI
VOPROSY PSIKHOLOGII;RUSSIAN FEDERATION;0,349;2021;SSCI
VOPROSY EKONOMIKI;RUSSIAN FEDERATION;0,8;2022;ESCI
VOPROSY EKONOMIKI;RUSSIAN FEDERATION;;2021;ESCI
VOPROSY GOSUDARSTVENNOGO I MUNITSIPALNOGO UPRAVLENIYA-PUBLIC ADMINISTRATION ISSUES;RUSSIAN FEDERATION;0,3;2022;ESCI
VOPROSY GOSUDARSTVENNOGO I MUNITSIPALNOGO UPRAVLENIYA-PUBLIC ADMINISTRATION ISSUES;RUSSIAN FEDERATION;;2021;ESCI
VOPROSY LEKSIKOGRAFII-RUSSIAN JOURNAL OF LEXICOGRAPHY;RUSSIAN FEDERATION;0,1;2022;ESCI
VOPROSY LEKSIKOGRAFII-RUSSIAN JOURNAL OF LEXICOGRAPHY;RUSSIAN FEDERATION;;2021;ESCI
VOPROSY OBRAZOVANIYA-EDUCATIONAL STUDIES MOSCOW;RUSSIAN FEDERATION;0,7;2022;ESCI
VOPROSY OBRAZOVANIYA-EDUCATIONAL STUDIES MOSCOW;RUSSIAN FEDERATION;;2021;ESCI
VOPROSY ONOMASTIKI-PROBLEMS OF ONOMASTICS;RUSSIAN FEDERATION;0,2;2022;ESCI
VOPROSY ONOMASTIKI-PROBLEMS OF ONOMASTICS;RUSSIAN FEDERATION;;2021;ESCI
VOPROSY YAZYKOZNANIYA;RUSSIAN FEDERATION;0,4;2022;ESCI
VOPROSY YAZYKOZNANIYA;RUSSIAN FEDERATION;;2021;ESCI
VOX JURIS;PERU;0,1;2022;ESCI
VOX JURIS;PERU;;2021;ESCI
VOX SANGUINIS;ENGLAND;2,7;2022;SCIE
VOX SANGUINIS;ENGLAND;2,996;2021;SCIE
VSWG-VIERTELJAHRSCHRIFT FUR SOZIAL-UND WIRTSCHAFTSGESCHICHTE;GERMANY;0,1;2022;ESCI
VSWG-VIERTELJAHRSCHRIFT FUR SOZIAL-UND WIRTSCHAFTSGESCHICHTE;GERMANY;;2021;ESCI
VULCAN;NETHERLANDS;;2021;ESCI
VULNERABLE CHILDREN AND YOUTH STUDIES;ENGLAND;1,1;2022;ESCI
VULNERABLE CHILDREN AND YOUTH STUDIES;ENGLAND;;2021;ESCI
WEST INDIAN MEDICAL JOURNAL;JAMAICA;0,1;2022;SCIE
WEST INDIAN MEDICAL JOURNAL;JAMAICA;0,206;2021;SCIE
WACANA SENI-JOURNAL OF ART DISCOURSE;MALAYSIA;0,2;2022;ESCI
WACANA SENI-JOURNAL OF ART DISCOURSE;MALAYSIA;;2021;ESCI
WACANA-JURNAL ILMU PENGETAHUAN BUDAYA-JOURNAL OF THE HUMANITIES OF INDONESIA;INDONESIA;0,1;2022;ESCI
WACANA-JURNAL ILMU PENGETAHUAN BUDAYA-JOURNAL OF THE HUMANITIES OF INDONESIA;INDONESIA;;2021;ESCI
WAFFEN-UND KOSTUMKUNDE;GERMANY;0,1;2022;AHCI
WAFFEN-UND KOSTUMKUNDE;GERMANY;;2021;AHCI
WALLACE STEVENS JOURNAL;UNITED STATES OF AMERICA;0,1;2022;ESCI
WALLACE STEVENS JOURNAL;UNITED STATES OF AMERICA;;2021;ESCI
WALT WHITMAN QUARTERLY REVIEW;UNITED STATES OF AMERICA;0,2;2022;AHCI
WALT WHITMAN QUARTERLY REVIEW;UNITED STATES OF AMERICA;;2021;AHCI
WAR IN HISTORY;ENGLAND;0,3;2022;AHCI
WAR IN HISTORY;ENGLAND;0,3;2022;SSCI
WAR IN HISTORY;ENGLAND;0,171;2021;AHCI
WAR IN HISTORY;ENGLAND;0,171;2021;SSCI
WAR & SOCIETY;AUSTRALIA;0,4;2022;AHCI
WAR & SOCIETY;AUSTRALIA;0,4;2022;SSCI
WAR & SOCIETY;AUSTRALIA;0,5;2021;AHCI
WAR & SOCIETY;AUSTRALIA;0,5;2021;SSCI
WARTAZOA-BULETIN ILMU PETERNAKAN DAN KESEHATAN HEWAN INDONESIA;INDONESIA;0,3;2022;ESCI
WARTAZOA-BULETIN ILMU PETERNAKAN DAN KESEHATAN HEWAN INDONESIA;INDONESIA;;2021;ESCI
WASAFIRI;ENGLAND;0,3;2022;AHCI
WASAFIRI;ENGLAND;;2021;AHCI
WASHINGTON INTERNATIONAL LAW JOURNAL;UNITED STATES OF AMERICA;0,5;2022;ESCI
WASHINGTON INTERNATIONAL LAW JOURNAL;UNITED STATES OF AMERICA;;2021;ESCI
WASHINGTON LAW REVIEW;UNITED STATES OF AMERICA;1,3;2022;SSCI
WASHINGTON LAW REVIEW;UNITED STATES OF AMERICA;0,89;2021;SSCI
WASHINGTON QUARTERLY;UNITED STATES OF AMERICA;1,7;2022;SSCI
WASHINGTON QUARTERLY;UNITED STATES OF AMERICA;2,013;2021;SSCI
WASSERWIRTSCHAFT;GERMANY;0,2;2022;SCIE
WASSERWIRTSCHAFT;GERMANY;0,14;2021;SCIE
WASTE AND BIOMASS VALORIZATION;NETHERLANDS;3,2;2022;SCIE
WASTE AND BIOMASS VALORIZATION;NETHERLANDS;3,449;2021;SCIE
WASTE MANAGEMENT & RESEARCH;ENGLAND;3,9;2022;SCIE
WASTE MANAGEMENT & RESEARCH;ENGLAND;4,432;2021;SCIE
WASTE MANAGEMENT;UNITED STATES OF AMERICA;8,1;2022;SCIE
WASTE MANAGEMENT;UNITED STATES OF AMERICA;8,816;2021;SCIE
WATER AIR AND SOIL POLLUTION;NETHERLANDS;2,9;2022;SCIE
WATER AIR AND SOIL POLLUTION;NETHERLANDS;2,984;2021;SCIE
WATER ALTERNATIVES-AN INTERDISCIPLINARY JOURNAL ON WATER POLITICS AND DEVELOPMENT;FRANCE;2,7;2022;SCIE
WATER ALTERNATIVES-AN INTERDISCIPLINARY JOURNAL ON WATER POLITICS AND DEVELOPMENT;FRANCE;2,7;2022;SSCI
WATER ALTERNATIVES-AN INTERDISCIPLINARY JOURNAL ON WATER POLITICS AND DEVELOPMENT;FRANCE;2,7;2022;SCIE
WATER ALTERNATIVES-AN INTERDISCIPLINARY JOURNAL ON WATER POLITICS AND DEVELOPMENT;FRANCE;2,7;2022;SSCI
WATER ALTERNATIVES-AN INTERDISCIPLINARY JOURNAL ON WATER POLITICS AND DEVELOPMENT;FRANCE;2,24;2021;SCIE
WATER ALTERNATIVES-AN INTERDISCIPLINARY JOURNAL ON WATER POLITICS AND DEVELOPMENT;FRANCE;2,24;2021;SSCI
WATER ALTERNATIVES-AN INTERDISCIPLINARY JOURNAL ON WATER POLITICS AND DEVELOPMENT;FRANCE;2,24;2021;SCIE
WATER ALTERNATIVES-AN INTERDISCIPLINARY JOURNAL ON WATER POLITICS AND DEVELOPMENT;FRANCE;2,24;2021;SSCI
WATER CONSERVATION SCIENCE AND ENGINEERING;MALAYSIA;2;2022;ESCI
WATER CONSERVATION SCIENCE AND ENGINEERING;MALAYSIA;;2021;ESCI
WATER ECONOMICS AND POLICY;SINGAPORE;1,1;2022;SCIE
WATER ECONOMICS AND POLICY;SINGAPORE;1,1;2022;SSCI
WATER ECONOMICS AND POLICY;SINGAPORE;1,1;2022;SCIE
WATER ECONOMICS AND POLICY;SINGAPORE;1,1;2022;SSCI
WATER ECONOMICS AND POLICY;SINGAPORE;1,333;2021;SCIE
WATER ECONOMICS AND POLICY;SINGAPORE;1,333;2021;SSCI
WATER ECONOMICS AND POLICY;SINGAPORE;1,333;2021;SCIE
WATER ECONOMICS AND POLICY;SINGAPORE;1,333;2021;SSCI
WATER AND ENVIRONMENT JOURNAL;ENGLAND;2;2022;SCIE
WATER AND ENVIRONMENT JOURNAL;ENGLAND;1,977;2021;SCIE
WATER ENVIRONMENT RESEARCH;UNITED STATES OF AMERICA;3,1;2022;SCIE
WATER ENVIRONMENT RESEARCH;UNITED STATES OF AMERICA;3,306;2021;SCIE
WATER INTERNATIONAL;UNITED STATES OF AMERICA;2,6;2022;SCIE
WATER INTERNATIONAL;UNITED STATES OF AMERICA;3,395;2021;SCIE
WATER POLICY;UNITED STATES OF AMERICA;1,6;2022;SCIE
